"gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue","points_wkt"
4102714325,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/35219480","Animalia","Arthropoda","Insecta","Orthoptera","Tettigoniidae","Phaneroptera","Phaneroptera nana","","SPECIES","Phaneroptera nana Fieber, 1853","Phaneroptera nana","","IT","","Emilia-Romagna","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",44.66656,12.22035,2,NA,NA,NA,NA,NA,"2019-11-02T12:53:00",2,11,2019,1686202,1686202,"HUMAN_OBSERVATION","iNaturalist","Observations","35219480",NA,"Tomáš Dvořák","2023-01-17T20:30:32","CC_BY_NC_4_0","Luciano Arcorace","Luciano Arcorace",NA,NA,"2023-06-21 11:15:28","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES","POINT (12.22035 44.66656)"
