"gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue","points_wkt"
4129979453,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/129527106","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Orthetrum","Orthetrum cancellatum",NA,"SPECIES","Orthetrum cancellatum Linnaeus, 1758","Orthetrum cancellatum","","IT","","Lombardia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",45.64651,10.02923,1409,NA,NA,NA,NA,NA,"2022-08-05T13:15:00",5,8,2022,1428686,1428686,"HUMAN_OBSERVATION","iNaturalist","Observations","129527106",NA,"Paolo","2022-08-05T11:20:46","CC_BY_4_0","Paolo","Paolo",NA,NA,"2023-06-14 09:52:46","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES","POINT (10.02923 45.64651)"
4127199081,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/129527132","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Orthetrum","Orthetrum cancellatum",NA,"SPECIES","Orthetrum cancellatum Linnaeus, 1758","Orthetrum cancellatum","","IT","","Lombardia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",45.64651,10.02923,1409,NA,NA,NA,NA,NA,"2022-08-05T13:15:00",5,8,2022,1428686,1428686,"HUMAN_OBSERVATION","iNaturalist","Observations","129527132",NA,"Paolo","2022-08-05T11:20:51","CC_BY_4_0","Paolo","Paolo",NA,NA,"2023-06-14 09:52:49","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES","POINT (10.02923 45.64651)"
4127158964,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/129527118","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Orthetrum","Orthetrum cancellatum",NA,"SPECIES","Orthetrum cancellatum Linnaeus, 1758","Orthetrum cancellatum","","IT","","Lombardia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",45.64651,10.02923,1409,NA,NA,NA,NA,NA,"2022-08-05T13:15:00",5,8,2022,1428686,1428686,"HUMAN_OBSERVATION","iNaturalist","Observations","129527118",NA,"Paolo","2022-08-05T11:20:48","CC_BY_4_0","Paolo","Paolo",NA,NA,"2023-06-14 09:52:56","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES","POINT (10.02923 45.64651)"
4126847072,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/129527112","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Orthetrum","Orthetrum cancellatum",NA,"SPECIES","Orthetrum cancellatum Linnaeus, 1758","Orthetrum cancellatum","","IT","","Lombardia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",45.64651,10.02923,1409,NA,NA,NA,NA,NA,"2022-08-05T13:15:00",5,8,2022,1428686,1428686,"HUMAN_OBSERVATION","iNaturalist","Observations","129527112",NA,"Paolo","2022-08-05T11:20:47","CC_BY_4_0","Paolo","Paolo",NA,NA,"2023-06-14 09:52:49","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES","POINT (10.02923 45.64651)"
4126787912,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/129527108","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Orthetrum","Orthetrum cancellatum",NA,"SPECIES","Orthetrum cancellatum Linnaeus, 1758","Orthetrum cancellatum","","IT","","Lombardia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",45.64651,10.02923,1409,NA,NA,NA,NA,NA,"2022-08-05T13:15:00",5,8,2022,1428686,1428686,"HUMAN_OBSERVATION","iNaturalist","Observations","129527108",NA,"Paolo","2022-08-05T11:20:47","CC_BY_4_0","Paolo","Paolo",NA,NA,"2023-06-14 09:52:51","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES","POINT (10.02923 45.64651)"
4126690941,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/129527107","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Orthetrum","Orthetrum cancellatum",NA,"SPECIES","Orthetrum cancellatum Linnaeus, 1758","Orthetrum cancellatum","","IT","","Lombardia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",45.64651,10.02923,1409,NA,NA,NA,NA,NA,"2022-08-05T13:15:00",5,8,2022,1428686,1428686,"HUMAN_OBSERVATION","iNaturalist","Observations","129527107",NA,"Paolo","2022-08-05T11:20:47","CC_BY_4_0","Paolo","Paolo",NA,NA,"2023-06-14 09:52:41","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES","POINT (10.02923 45.64651)"
4022016592,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/146878182","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Orthetrum","Orthetrum cancellatum",NA,"SPECIES","Orthetrum cancellatum Linnaeus, 1758","Orthetrum cancellatum","","IT","","Lombardia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",45.64449,10.0238,2,NA,NA,NA,NA,NA,"2022-05-28T12:12:00",28,5,2022,1428686,1428686,"HUMAN_OBSERVATION","iNaturalist","Observations","146878182",NA,"Alessandro Mazzoleni","2023-01-19T08:00:36","CC_BY_NC_4_0","Alessandro Mazzoleni","Alessandro Mazzoleni",NA,NA,"2023-06-14 09:53:56","","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES","POINT (10.0238 45.64449)"
3995486344,"8a863029-f435-446a-821e-275f4f641165","https://observation.org/observation/254080071","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Orthetrum","Orthetrum cancellatum",NA,"SPECIES","Orthetrum cancellatum Linnaeus, 1758","Orthetrum cancellatum","","IT","Italy - Provaglio d'Iseo (comuni)","","PRESENT",1,"c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f",45.64372,10.03286,25,NA,NA,NA,NA,NA,"2022-07-27T00:00:00",27,7,2022,1428686,1428686,"HUMAN_OBSERVATION","","Observations","OBS.254080071",NA,"","","CC_BY_NC_4_0","Stichting Observation International","User 727252",NA,NA,"2023-06-13 15:58:01","StillImage","CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT","POINT (10.03286 45.64372)"
3925030173,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/137889492","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Orthetrum","Orthetrum cancellatum",NA,"SPECIES","Orthetrum cancellatum Linnaeus, 1758","Orthetrum cancellatum","","IT","","Lombardia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",45.65154,10.03954,73,NA,NA,NA,NA,NA,"2022-09-27T13:47:00",27,9,2022,1428686,1428686,"HUMAN_OBSERVATION","iNaturalist","Observations","137889492",NA,"Gabriele La Grasta","2022-10-07T18:53:46","CC_BY_NC_4_0","Gabriele La Grasta","Gabriele La Grasta",NA,NA,"2023-06-14 10:11:06","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES","POINT (10.03954 45.65154)"
3915734595,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/122460285","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Orthetrum","Orthetrum cancellatum",NA,"SPECIES","Orthetrum cancellatum Linnaeus, 1758","Orthetrum cancellatum","","IT","","Lombardia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",45.64456,10.02872,1320,NA,NA,NA,NA,NA,"2022-06-19T13:45:00",19,6,2022,1428686,1428686,"HUMAN_OBSERVATION","iNaturalist","Observations","122460285",NA,"Paolo","2022-06-19T11:56:32","CC_BY_4_0","Paolo","Paolo",NA,NA,"2023-06-14 10:08:41","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES","POINT (10.02872 45.64456)"
3915432481,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/122460205","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Orthetrum","Orthetrum cancellatum",NA,"SPECIES","Orthetrum cancellatum Linnaeus, 1758","Orthetrum cancellatum","","IT","","Lombardia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",45.64456,10.02872,1320,NA,NA,NA,NA,NA,"2022-06-19T13:45:00",19,6,2022,1428686,1428686,"HUMAN_OBSERVATION","iNaturalist","Observations","122460205",NA,"Paolo","2022-06-19T11:55:43","CC_BY_4_0","Paolo","Paolo",NA,NA,"2023-06-14 09:52:22","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES","POINT (10.02872 45.64456)"
3915418409,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/122460309","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Orthetrum","Orthetrum cancellatum",NA,"SPECIES","Orthetrum cancellatum Linnaeus, 1758","Orthetrum cancellatum","","IT","","Lombardia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",45.64456,10.02872,1320,NA,NA,NA,NA,NA,"2022-06-19T13:45:00",19,6,2022,1428686,1428686,"HUMAN_OBSERVATION","iNaturalist","Observations","122460309",NA,"Paolo","2022-06-19T11:56:46","CC_BY_4_0","Paolo","Paolo",NA,NA,"2023-06-14 09:52:03","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES","POINT (10.02872 45.64456)"
3915396491,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/122460215","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Orthetrum","Orthetrum cancellatum",NA,"SPECIES","Orthetrum cancellatum Linnaeus, 1758","Orthetrum cancellatum","","IT","","Lombardia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",45.64456,10.02872,1320,NA,NA,NA,NA,NA,"2022-06-19T13:45:00",19,6,2022,1428686,1428686,"HUMAN_OBSERVATION","iNaturalist","Observations","122460215",NA,"Paolo","2022-06-19T11:55:50","CC_BY_4_0","Paolo","Paolo",NA,NA,"2023-06-14 10:09:19","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES","POINT (10.02872 45.64456)"
3915376542,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/122460355","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Orthetrum","Orthetrum cancellatum",NA,"SPECIES","Orthetrum cancellatum Linnaeus, 1758","Orthetrum cancellatum","","IT","","Lombardia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",45.64456,10.02872,1320,NA,NA,NA,NA,NA,"2022-06-19T13:45:00",19,6,2022,1428686,1428686,"HUMAN_OBSERVATION","iNaturalist","Observations","122460355",NA,"Paolo","2022-06-19T11:57:11","CC_BY_4_0","Paolo","Paolo",NA,NA,"2023-06-14 10:09:34","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES","POINT (10.02872 45.64456)"
3915361439,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/122460207","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Orthetrum","Orthetrum cancellatum",NA,"SPECIES","Orthetrum cancellatum Linnaeus, 1758","Orthetrum cancellatum","","IT","","Lombardia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",45.64456,10.02872,1320,NA,NA,NA,NA,NA,"2022-06-19T13:45:00",19,6,2022,1428686,1428686,"HUMAN_OBSERVATION","iNaturalist","Observations","122460207",NA,"Paolo","2022-06-19T11:55:46","CC_BY_4_0","Paolo","Paolo",NA,NA,"2023-06-14 09:51:49","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES","POINT (10.02872 45.64456)"
3915316555,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/122460251","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Orthetrum","Orthetrum cancellatum",NA,"SPECIES","Orthetrum cancellatum Linnaeus, 1758","Orthetrum cancellatum","","IT","","Lombardia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",45.64456,10.02872,1320,NA,NA,NA,NA,NA,"2022-06-19T13:45:00",19,6,2022,1428686,1428686,"HUMAN_OBSERVATION","iNaturalist","Observations","122460251",NA,"Paolo","2022-06-19T11:56:07","CC_BY_4_0","Paolo","Paolo",NA,NA,"2023-06-14 10:10:04","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES","POINT (10.02872 45.64456)"
3915313540,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/122460233","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Orthetrum","Orthetrum cancellatum",NA,"SPECIES","Orthetrum cancellatum Linnaeus, 1758","Orthetrum cancellatum","","IT","","Lombardia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",45.64456,10.02872,1320,NA,NA,NA,NA,NA,"2022-06-19T13:45:00",19,6,2022,1428686,1428686,"HUMAN_OBSERVATION","iNaturalist","Observations","122460233",NA,"Paolo","2022-06-19T11:55:58","CC_BY_4_0","Paolo","Paolo",NA,NA,"2023-06-14 10:09:46","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES","POINT (10.02872 45.64456)"
3903627900,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/134341872","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Orthetrum","Orthetrum cancellatum",NA,"SPECIES","Orthetrum cancellatum Linnaeus, 1758","Orthetrum cancellatum","","IT","","Lombardia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",45.64603,10.03639,184,NA,NA,NA,NA,NA,"2022-09-09T14:44:33",9,9,2022,1428686,1428686,"HUMAN_OBSERVATION","iNaturalist","Observations","134341872",NA,"Gabriele La Grasta","2022-09-09T20:43:23","CC_BY_NC_4_0","Gabriele La Grasta","Gabriele La Grasta",NA,NA,"2023-06-14 09:53:09","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES","POINT (10.03639 45.64603)"
