"gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue","points_wkt"
4029160099,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/147596098","Animalia","Arthropoda","Insecta","Hymenoptera","Eumenidae","Polistes","Polistes dominula",NA,"SPECIES","Polistes dominula (Christ, 1791)","Polistes dominula","","IT","","Toscana","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",42.78477,10.94393,180,NA,NA,NA,NA,NA,"2015-04-26T10:02:00",26,4,2015,5871389,5871389,"HUMAN_OBSERVATION","iNaturalist","Observations","147596098","","brunoparisotto","2023-01-29T07:57:59","CC_BY_NC_4_0","brunoparisotto","brunoparisotto",NA,NA,"2023-06-21 11:22:34","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES","POINT (10.94393 42.78477)"
4028986984,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/147596096","Animalia","Arthropoda","Insecta","Hymenoptera","Eumenidae","Polistes","Polistes dominula",NA,"SPECIES","Polistes dominula (Christ, 1791)","Polistes dominula","","IT","","Toscana","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",42.78475,10.94394,78,NA,NA,NA,NA,NA,"2015-06-15T10:52:00",15,6,2015,5871389,5871389,"HUMAN_OBSERVATION","iNaturalist","Observations","147596096","","brunoparisotto","2023-01-29T07:57:59","CC_BY_NC_4_0","brunoparisotto","brunoparisotto",NA,NA,"2023-06-21 11:22:10","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES","POINT (10.94394 42.78475)"
