"gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue","points_wkt"
2838916180,"8a863029-f435-446a-821e-275f4f641165","https://observation.org/observation/86922600","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Scopula","Scopula imitaria",NA,"SPECIES","Scopula imitaria (Hübner, 1799)","Scopula imitaria",NA,"IT","Italy - Sorico (comuni)","","PRESENT",1,"c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f",46.16591,9.411,10,NA,NA,NA,NA,NA,"2014-08-03T00:00:00",3,8,2014,8014296,8014296,"HUMAN_OBSERVATION","","Observations","OBS.86922600",NA,"","","CC_BY_NC_4_0","Stichting Observation International","User 3121",NA,NA,"2023-06-13 15:56:16","","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT","POINT (9.411 46.16591)"
