"gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue","points_wkt"
3351720387,"d8cd16ba-bb74-4420-821e-083f2bac17c2","MN141661","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Pyrgus","Pyrgus malvoides",NA,"SPECIES","Pyrgus malvoides (Elwes & Edwards, 1897)","Pyrgus malvoides","","IT","Ferrara, Argenta","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",44.58,11.85,NA,NA,NA,NA,NA,NA,"2015-06-28T00:00:00",28,6,2015,1949938,1949938,"PRESERVED_SPECIMEN","","","15-N045",NA,"Leonardo Dapporto","","CC_BY_4_0","","Insitut de Biologia Evolutiva group",NA,NA,"2023-06-07 14:22:08","","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES","POINT (11.85 44.58)"
