specie,A,Aloc,IntraDO,InterDO,E,TR,TRMO
Cacyreus marshalli,6.70E-09,1.91E-07,0.035087719,0.035087719,0.001909421,0.1,0
Calidris alpina,7.85E-07,1.72E-06,5.596491228,0.456140351,0.004527393,0.369230769,0.065384615
Camponotus vagus,1.46E-07,1.04E-06,0.614035088,0.140350877,0.006786507,0.1875,0.0125
Caretta caretta,2.66E-09,5.05E-08,0.087719298,0.052631579,0.000504969,0.133333333,0
Cetonia aurata,6.18E-08,1.17E-06,0.192982456,0.052631579,0.009730423,0.166666667,0
Chlidonias hybrida,8.39E-08,7.97E-07,0.842105263,0.105263158,0.003598659,0.316666667,0.033333333
Chlidonias leucopterus,6.23E-08,3.23E-07,0.298245614,0.192982456,0.001828827,0.145454545,0
Coccothraustes coccothraustes,6.38E-08,4.04E-07,0.263157895,0.157894737,0.003008804,0.155555556,0
Colias crocea,1.85E-07,5.87E-07,0.964912281,0.315789474,0.004648632,0.188888889,0
Colias croceus,1.85E-07,5.87E-07,0.964912281,0.315789474,0.004648632,0.188888889,0
Coreus marginatus,8.92E-08,6.35E-07,0.368421053,0.140350877,0.005624736,0.15,0
Coturnix coturnix,6.31E-08,5.14E-07,0.263157895,0.122807018,0.004205446,0.185714286,0
Curruca cantillans,1.39E-07,8.83E-07,0.421052632,0.157894737,0.004025291,0.188888889,0
Curruca communis,7.21E-08,4.11E-07,0.526315789,0.175438596,0.002614874,0.18,0.01
Curruca curruca,6.12E-08,6.98E-07,0.385964912,0.087719298,0.005110931,0.26,0
Curruca subalpina,8.33E-09,1.58E-07,0.052631579,0.052631579,0.001582881,0.1,0
Dolycoris baccarum,1.89E-08,3.59E-07,0.070175439,0.052631579,0.003322999,0.1,0
Dorcus parallelipipedus,8.65E-09,1.64E-07,0.070175439,0.052631579,0.00164294,0.133333333,0
Ematurga atomaria,5.01E-08,5.71E-07,0.157894737,0.087719298,0.005708834,0.14,0
Emys orbicularis,1.14E-08,2.16E-07,0.052631579,0.052631579,0.002161298,0.1,0
Eobania vermiculata,5.15E-08,5.87E-07,0.280701754,0.087719298,0.001453626,0.2,0.02
Episyrphus balteatus,6.07E-08,3.84E-07,0.298245614,0.157894737,0.00375395,0.144444444,0
"Erinaceus Linnaeus,",1.21E-08,3.44E-07,0.035087719,0.035087719,0.003441471,0.1,0
Eristalinus taeniops,1.20E-08,3.42E-07,0.052631579,0.035087719,0.003415645,0.1,0
Eupeodes corollae,1.41E-09,8.06E-08,0.01754386,0.01754386,0.000806394,0.1,0
Euplagia quadripunctaria,1.11E-08,1.59E-07,0.070175439,0.070175439,0.001586903,0.1,0
Eurydema ornata,5.66E-09,3.23E-07,0.070175439,0.01754386,0.000806394,0.3,0
Evarcha jucunda,8.11E-09,2.31E-07,0.087719298,0.035087719,0.002311421,0.2,0
Exochomus quadripustulatus,9.74E-10,5.55E-08,0.01754386,0.01754386,0.000554989,0.1,0
Gambusia holbrooki,5.15E-08,5.87E-07,0.210526316,0.087719298,0.004777669,0.14,0
Gavia arctica,3.70E-08,5.28E-07,0.175438596,0.070175439,0.003802135,0.175,0
Glareola pratincola,1.13E-08,1.61E-07,0.140350877,0.070175439,0.000815032,0.1,0
Glycaspis brimblecombei,4.81E-10,2.74E-08,0.01754386,0.01754386,0.000274079,0.1,0
Gulosus aristotelis,5.33E-08,2.53E-07,0.438596491,0.210526316,0.001875606,0.166666667,0
Helicoverpa armigera,9.96E-09,1.89E-07,0.070175439,0.052631579,0.001868739,0.1,0
Hippodamia variegata,2.53E-08,3.61E-07,0.122807018,0.070175439,0.003605067,0.125,0
Idaea aversata,4.97E-08,1.42E-06,0.035087719,0.035087719,0.014174029,0.1,0
Iphiclides podalirius,9.90E-08,5.13E-07,0.526315789,0.192982456,0.00483109,0.163636364,0
Lacerta bilineata,7.90E-08,3.46E-07,0.350877193,0.228070175,0.002684141,0.123076923,0
Lampides boeticus,1.87E-08,2.13E-07,0.105263158,0.087719298,0.00213434,0.1,0
Lanius excubitor,9.18E-08,1.31E-06,0.596491228,0.070175439,0.008962556,0.25,0.05
Lasiocampa quercus,2.29E-08,2.61E-07,0.105263158,0.087719298,0.002614353,0.12,0
Lestes virens,1.49E-08,2.82E-07,0.052631579,0.052631579,0.002823131,0.1,0
Limosa limosa,2.36E-07,7.47E-07,1.789473684,0.315789474,0.003605012,0.266666667,0.022222222
Lindenia tetraphylla,2.89E-09,1.64E-07,0.105263158,0.01754386,0.000822237,0.2,0
Linepithema humile,1.96E-09,1.12E-07,0.01754386,0.01754386,0.001116209,0.1,0
Locusta migratoria,1.24E-08,1.77E-07,0.105263158,0.070175439,0.001485501,0.125,0
Lucanus cervus,1.64E-08,4.68E-07,0.087719298,0.035087719,0.004675706,0.25,0
Luscinia svecica,9.10E-08,7.41E-07,0.315789474,0.122807018,0.003377721,0.171428571,0
Megascolia maculata,4.94E-08,4.02E-07,0.245614035,0.122807018,0.003360581,0.157142857,0
Meles meles,6.89E-09,9.82E-08,0.087719298,0.070175439,0.000982467,0.125,0
Mergus merganser,2.14E-08,1.22E-06,0.385964912,0.01754386,0.009989804,0.8,0
Mesosa curculionoides,3.26E-09,1.86E-07,0.01754386,0.01754386,0.001857322,0.1,0
Milvus milvus,7.77E-08,3.69E-07,0.684210526,0.210526316,0.002995972,0.166666667,0.016666667
Mugilidae indet.,9.32E-09,1.33E-07,0.070175439,0.070175439,0.001328661,0.1,0
Myathropa florea,2.65E-08,1.51E-06,0.035087719,0.01754386,0.015098281,0.1,0
Neoscona subfusca,2.58E-09,7.35E-08,0.035087719,0.035087719,0.000734848,0.1,0
Nezara viridula,9.76E-08,6.96E-07,0.526315789,0.140350877,0.006098925,0.2,0
Nymphalis polychloros,1.93E-08,3.66E-07,0.087719298,0.052631579,0.003657662,0.133333333,0
Ochlodes sylvanus,2.50E-07,1.10E-06,1,0.228070175,0.009290325,0.238461538,0.007692308
Orthetrum brunneum,2.77E-08,3.95E-07,0.140350877,0.070175439,0.002187404,0.15,0
Pachygrapsus marmoratus,1.37E-08,1.95E-07,0.122807018,0.070175439,0.001952303,0.175,0
Palpita vitrealis,1.96E-09,1.12E-07,0.01754386,0.01754386,0.001116209,0.1,0
Panurus biarmicus,1.57E-07,1.28E-06,0.50877193,0.122807018,0.003792134,0.242857143,0
Pelophylax,1.03E-07,5.87E-07,0.421052632,0.175438596,0.004033463,0.16,0
Periparus ater,1.80E-07,8.56E-07,0.473684211,0.210526316,0.005397403,0.166666667,0
Phaneroptera nana,2.25E-08,2.57E-07,0.140350877,0.087719298,0.002565514,0.14,0
Philaeus chrysops,1.41E-09,8.06E-08,0.01754386,0.01754386,0.000806394,0.1,0
Phoenicurus phoenicurus,1.70E-07,5.10E-07,1.175438596,0.333333333,0.004005352,0.147368421,0.010526316
Pimelia spec.,4.27E-08,1.22E-06,0.192982456,0.035087719,0.008483435,0.35,0
Platalea leucorodia,1.51E-06,3.07E-06,10.70175439,0.49122807,0.00788231,0.428571429,0.139285714
Podiceps grisegena,1.05E-08,2.00E-07,0.070175439,0.052631579,0.00199518,0.133333333,0
Poecile palustris,1.83E-07,1.49E-06,0.754385965,0.122807018,0.004764244,0.271428571,0.014285714
Polygonia c-album,1.40E-07,8.00E-07,0.631578947,0.175438596,0.00615394,0.18,0.01
Porzana porzana,3.71E-08,3.02E-07,0.175438596,0.122807018,0.002015049,0.128571429,0
Puffinus yelkouan,1.24E-07,1.41E-06,0.350877193,0.087719298,0.004194623,0.24,0
Pyrgus malvoides,2.72E-08,3.10E-07,0.140350877,0.087719298,0.003096124,0.12,0
Regulus regulus,1.83E-07,6.12E-07,0.789473684,0.298245614,0.003065993,0.182352941,0.005882353
Rhizostoma pulmo,8.60E-09,1.63E-07,0.122807018,0.052631579,0.001634416,0.133333333,0
Ruspolia nitidula,1.41E-08,2.00E-07,0.087719298,0.070175439,0.002002897,0.125,0
Saturnia pavoniella,8.05E-09,2.29E-07,0.105263158,0.035087719,0.001487085,0.2,0
Sceliphron caementarium,4.31E-08,4.10E-07,0.192982456,0.105263158,0.004098338,0.116666667,0
Silurus glanis,5.28E-09,3.01E-07,0.01754386,0.01754386,0.003012449,0.1,0
Sternula albifrons,3.19E-07,1.14E-06,3.315789474,0.280701754,0.005628771,0.375,0.05625
Tadorna ferruginea,2.25E-08,1.61E-07,0.192982456,0.140350877,0.001376609,0.1,0
Tropidopola cylindrica,7.07E-09,4.03E-07,0.087719298,0.01754386,0.001612788,0.2,0
Turdus iliacus,5.67E-08,8.07E-07,0.228070175,0.070175439,0.004713133,0.175,0
Turdus pilaris,1.23E-07,1.76E-06,0.561403509,0.070175439,0.00849349,0.325,0.025
Xylocopa violacea,2.71E-08,3.86E-07,0.087719298,0.070175439,0.003859297,0.125,0
Zapornia parva,7.34E-08,4.18E-07,0.245614035,0.175438596,0.004182357,0.13,0
Zoropsis spinimana,9.03E-09,2.57E-07,0.035087719,0.035087719,0.002574352,0.1,0
