specie,a,aloc,intrado,interdo,e,tr,trmo
Arctia villica,-0.573422742,-0.77122024,-0.547824823,-0.888370258,-0.82948148,-0.53919587,-0.582652007
Argiope bruennichi,-0.540398761,-0.658758526,-0.489745107,-0.641574476,-0.590010223,-0.224587901,-0.582652007
Asio flammeus,-0.561117725,-0.650043694,-0.547824823,-0.888370258,-0.422508858,-0.53919587,-0.582652007
Aspitates ochrearia,-0.589187032,-0.878576763,-0.576864681,-1.135166041,-1.136430858,-1.139811082,-0.582652007
Aythya nyroca,-0.113938018,0.101150401,-0.232016366,0.263343392,-0.446806559,0.150399374,-0.207053627
Bacillus rossius,-0.588564293,-0.854046471,-0.576864681,-1.135166041,-1.054045629,-1.139811082,-0.582652007
Cacyreus marshalli,-0.583131899,-0.791242093,-0.573234699,-1.05290078,-0.843116507,-1.139811082,-0.582652007
Calidris alpina,0.309074763,0.420930001,0.577469678,0.921465478,-0.146951918,1.016243527,0.890849332
Camponotus vagus,-0.424067414,-0.121416668,-0.453445284,-0.559309215,0.453786185,-0.439093334,-0.300953222
Caretta caretta,-0.587762896,-0.902442763,-0.562344752,-0.970635519,-1.216585053,-0.872870988,-0.582652007
Cetonia aurata,-0.520022118,-0.012985115,-0.540564859,-0.970635519,1.236625252,-0.605930893,-0.582652007
Chlidonias hybrida,-0.494629438,-0.310998036,-0.406255515,-0.723839737,-0.393918517,0.595299532,0.168544754
Chlidonias leucopterus,-0.519391235,-0.686682063,-0.518784965,-0.312513433,-0.864547803,-0.775801863,-0.582652007
Coccothraustes coccothraustes,-0.517746257,-0.62265065,-0.52604493,-0.477043955,-0.550771356,-0.694910925,-0.582652007
Colias crocea,-0.378506307,-0.477827029,-0.380845639,0.263343392,-0.114712243,-0.42797083,-0.582652007
Colias croceus,-0.378506307,-0.477827029,-0.380845639,0.263343392,-0.114712243,-0.42797083,-0.582652007
Coreus marginatus,-0.488640385,-0.439365425,-0.504265036,-0.559309215,0.144851054,-0.739400941,-0.582652007
Coturnix coturnix,-0.518488615,-0.535464062,-0.52604493,-0.641574476,-0.232563274,-0.453393697,-0.582652007
Curruca cantillans,-0.430998136,-0.242973977,-0.493375089,-0.477043955,-0.280469496,-0.42797083,-0.582652007
Curruca communis,-0.508199232,-0.617021435,-0.471595196,-0.394778694,-0.655524244,-0.499154856,-0.357292979
Curruca curruca,-0.520638553,-0.389617387,-0.500635054,-0.806104998,0.008221215,0.141501371,-0.582652007
Curruca subalpina,-0.581262964,-0.817096623,-0.569604717,-0.970635519,-0.929949201,-1.139811082,-0.582652007
Dolycoris baccarum,-0.569148977,-0.658036176,-0.565974734,-0.970635519,-0.467221207,-1.139811082,-0.582652007
Dorcus parallelipipedus,-0.580900802,-0.812341322,-0.565974734,-0.970635519,-0.913978474,-0.872870988,-0.582652007
Ematurga atomaria,-0.533433079,-0.490415062,-0.547824823,-0.806104998,0.167214042,-0.819482969,-0.582652007
Emys orbicularis,-0.577775047,-0.77129918,-0.569604717,-0.970635519,-0.776138038,-1.139811082,-0.582652007
Eobania vermiculata,-0.531773517,-0.47734072,-0.522414947,-0.806104998,-0.964320524,-0.338990799,-0.13193395
Episyrphus balteatus,-0.521276832,-0.638103172,-0.518784965,-0.477043955,-0.35262396,-0.783890956,-0.582652007
"Erinaceus Linnaeus,",-0.576972945,-0.669938589,-0.573234699,-1.05290078,-0.435717494,-1.139811082,-0.582652007
Eristalinus taeniops,-0.577076766,-0.671983404,-0.569604717,-1.05290078,-0.442585025,-1.139811082,-0.582652007
Eupeodes corollae,-0.589187032,-0.878576763,-0.576864681,-1.135166041,-1.136430858,-1.139811082,-0.582652007
Euplagia quadripunctaria,-0.578048979,-0.816778195,-0.565974734,-0.888370258,-0.928879756,-1.139811082,-0.582652007
Eurydema ornata,-0.584324388,-0.687032652,-0.565974734,-1.135166041,-1.136430858,0.461829485,-0.582652007
Evarcha jucunda,-0.581515831,-0.759412875,-0.562344752,-1.05290078,-0.736217765,-0.338990799,-0.582652007
Exochomus quadripustulatus,-0.589692365,-0.89848229,-0.576864681,-1.135166041,-1.203283764,-1.139811082,-0.582652007
Gambusia holbrooki,-0.531800194,-0.477550893,-0.536934876,-0.806104998,-0.080399099,-0.819482969,-0.582652007
Gavia arctica,-0.548383912,-0.524644472,-0.544194841,-0.888370258,-0.339810531,-0.53919587,-0.582652007
Glareola pratincola,-0.577856166,-0.814879425,-0.551454805,-0.888370258,-1.13413371,-1.139811082,-0.582652007
Glycaspis brimblecombei,-0.590257004,-0.92072398,-0.576864681,-1.135166041,-1.277982702,-1.139811082,-0.582652007
Gulosus aristotelis,-0.529686492,-0.741788945,-0.489745107,-0.230248172,-0.852108652,-0.605930893,-0.582652007
Helicoverpa armigera,-0.579397649,-0.792604456,-0.565974734,-0.970635519,-0.853934741,-1.139811082,-0.582652007
Hippodamia variegata,-0.56182264,-0.656985509,-0.555084788,-0.888370258,-0.392214446,-0.939606011,-0.582652007
Idaea aversata,-0.53382727,0.179835757,-0.573234699,-1.05290078,2.418258028,-1.139811082,-0.582652007
Iphiclides podalirius,-0.477433543,-0.536431797,-0.471595196,-0.312513433,-0.066193542,-0.630198175,-0.582652007
Lacerta bilineata,-0.500267004,-0.668079297,-0.507895018,-0.147982912,-0.637104904,-0.955006402,-0.582652007
Lampides boeticus,-0.5693574,-0.773433622,-0.55871477,-0.806104998,-0.783306583,-1.139811082,-0.582652007
Lanius excubitor,-0.485667237,0.09297273,-0.457075267,-0.888370258,1.032435948,0.061419343,0.544143135
Lasiocampa quercus,-0.564533184,-0.735427541,-0.55871477,-0.806104998,-0.655662782,-0.979647026,-0.582652007
Lestes virens,-0.573784121,-0.718897072,-0.569604717,-0.970635519,-0.60014504,-1.139811082,-0.582652007
Limosa limosa,-0.320395665,-0.350658536,-0.210236473,0.263343392,-0.392229081,0.19488939,-0.081854166
Lindenia tetraphylla,-0.58750246,-0.812219879,-0.55871477,-1.135166041,-1.132217864,-0.338990799,-0.582652007
Linepithema humile,-0.588564293,-0.854046471,-0.576864681,-1.135166041,-1.054045629,-1.139811082,-0.582652007
Locusta migratoria,-0.576558982,-0.802105104,-0.55871477,-0.888370258,-0.955844387,-0.939606011,-0.582652007
Lucanus cervus,-0.572011229,-0.572215261,-0.562344752,-1.05290078,-0.107512733,0.061419343,-0.582652007
Luscinia svecica,-0.486546061,-0.355714458,-0.515154983,-0.641574476,-0.452669859,-0.567796594,-0.582652007
Megascolia maculata,-0.534226775,-0.62402705,-0.529674912,-0.641574476,-0.457227635,-0.682199492,-0.582652007
Meles meles,-0.582908732,-0.86463576,-0.562344752,-0.888370258,-1.089609861,-0.939606011,-0.582652007
Mergus merganser,-0.566265843,0.024310446,-0.500635054,-1.135166041,1.305599307,4.465930902,-0.582652007
Mesosa curculionoides,-0.587074628,-0.795367192,-0.576864681,-1.135166041,-0.856970694,-1.139811082,-0.582652007
Milvus milvus,-0.501810515,-0.650283868,-0.438925355,-0.230248172,-0.554183614,-0.605930893,-0.207053627
Mugilidae indet.,-0.580125285,-0.837225107,-0.565974734,-0.888370258,-0.997550912,-1.139811082,-0.582652007
Myathropa florea,-0.560459811,0.253015492,-0.573234699,-1.135166041,2.664032888,-1.139811082,-0.582652007
Neoscona subfusca,-0.587853771,-0.884241572,-0.573234699,-1.05290078,-1.155456174,-1.139811082,-0.582652007
Nezara viridula,-0.478966024,-0.391730152,-0.471595196,-0.559309215,0.270946046,-0.338990799,-0.582652007
Nymphalis polychloros,-0.568751806,-0.652821196,-0.562344752,-0.970635519,-0.378228558,-0.872870988,-0.582652007
Ochlodes sylvanus,-0.303929948,-0.073163815,-0.373585674,-0.147982912,1.119595308,-0.030982998,-0.409298908
Orthetrum brunneum,-0.559054649,-0.629727064,-0.551454805,-0.888370258,-0.76919606,-0.739400941,-0.582652007
Pachygrapsus marmoratus,-0.575111106,-0.787846803,-0.555084788,-0.888370258,-0.831713391,-0.53919587,-0.582652007
Palpita vitrealis,-0.588564293,-0.854046471,-0.576864681,-1.135166041,-1.054045629,-1.139811082,-0.582652007
Panurus biarmicus,-0.410400201,0.072779402,-0.475225178,-0.641574476,-0.342470199,0.004217894,-0.582652007
Pelophylax,-0.472822472,-0.477669054,-0.493375089,-0.394778694,-0.278296438,-0.659318912,-0.582652007
Periparus ater,-0.384418695,-0.264936017,-0.482485142,-0.230248172,0.084399122,-0.605930893,-0.582652007
Phaneroptera nana,-0.565024023,-0.739294461,-0.551454805,-0.806104998,-0.668649872,-0.819482969,-0.582652007
Philaeus chrysops,-0.589187032,-0.878576763,-0.576864681,-1.135166041,-1.136430858,-1.139811082,-0.582652007
Phoenicurus phoenicurus,-0.395997001,-0.538541378,-0.337285852,0.345608653,-0.285771609,-0.760475159,-0.345431977
Pimelia spec.,-0.541895482,0.020928535,-0.540564859,-1.05290078,0.90502916,0.862239626,-0.582652007
Platalea leucorodia,1.135677004,1.4864275,1.633794517,1.085996,0.745179503,1.491455563,2.556277317
Podiceps grisegena,-0.578776758,-0.78445196,-0.565974734,-0.970635519,-0.820311778,-0.872870988,-0.582652007
Poecile palustris,-0.381286823,0.23660845,-0.424405426,-0.641574476,-0.083968998,0.233023689,-0.260710538
Polygonia c-album,-0.430055269,-0.309205018,-0.449815302,-0.394778694,0.285575483,-0.499154856,-0.357292979
Porzana porzana,-0.548311497,-0.703285686,-0.544194841,-0.641574476,-0.815028171,-0.911005287,-0.582652007
Puffinus yelkouan,-0.44860849,0.177849001,-0.507895018,-0.806104998,-0.235441291,-0.018662686,-0.582652007
Pyrgus malvoides,-0.559691295,-0.697282229,-0.551454805,-0.806104998,-0.527551378,-0.979647026,-0.582652007
Regulus regulus,-0.381562512,-0.457579324,-0.417145462,0.181078131,-0.535563774,-0.480312025,-0.450087873
Rhizostoma pulmo,-0.580952203,-0.813016233,-0.555084788,-0.970635519,-0.91624517,-0.872870988,-0.582652007
Ruspolia nitidula,-0.574704323,-0.78384091,-0.562344752,-0.888370258,-0.818259562,-0.939606011,-0.582652007
Saturnia pavoniella,-0.581587958,-0.760833452,-0.55871477,-1.05290078,-0.955423049,-0.338990799,-0.582652007
Sceliphron caementarium,-0.541381043,-0.617929649,-0.540564859,-0.723839737,-0.261044953,-1.006341035,-0.582652007
Silurus glanis,-0.58475278,-0.703907423,-0.576864681,-1.135166041,-0.549802156,-1.139811082,-0.582652007
Sternula albifrons,-0.225067244,-0.041995496,0.105571984,0.098812871,0.145923931,1.062444697,0.684992528
Tadorna ferruginea,-0.564980264,-0.815252878,-0.540564859,-0.559309215,-0.984800681,-1.139811082,-0.582652007
Tropidopola cylindrica,-0.582703507,-0.623184614,-0.562344752,-1.135166041,-0.921996596,-0.338990799,-0.582652007
Turdus iliacus,-0.525887622,-0.303106971,-0.533304894,-0.888370258,-0.097560327,-0.53919587,-0.582652007
Turdus pilaris,-0.449360141,0.450515386,-0.464335231,-0.888370258,0.907702968,0.662034555,-0.019254436
Xylocopa violacea,-0.559778593,-0.636856274,-0.562344752,-0.888370258,-0.324610212,-0.939606011,-0.582652007
Zapornia parva,-0.506740998,-0.611277314,-0.529674912,-0.394778694,-0.238703023,-0.899564997,-0.582652007
Zoropsis spinimana,-0.58045883,-0.738594732,-0.573234699,-1.05290078,-0.666299824,-1.139811082,-0.582652007
