"gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue","points_wkt"
1291115549,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","http://www.inaturalist.org/observations/3647510","Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","Graphosoma","Graphosoma italicum","italicum","SUBSPECIES","Graphosoma italicum italicum","Graphosoma italicum italicum",NA,"IT","","Lazio","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",41.33249,12.98483,NA,NA,NA,NA,NA,NA,"2016-07-09T14:03:00",9,7,2016,10673323,7437802,"HUMAN_OBSERVATION","iNaturalist","Observations","3647510",NA,"Lupoli Roland","2019-06-04T06:17:53","CC_BY_NC_4_0","Dino Biancolini","Dino Biancolini",NA,NA,"2023-06-21 11:02:52","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES","POINT (12.98483 41.33249)"
