"specie","A","Aloc","IntraDO","InterDO","E","TR","TRMO"
"Streptopelia decaocto","1.66727183860812e-06","2.37586237001658e-06","10.1578947368421","0.701754385964912","0.00538507319344427","0.4025","0.0925"
"Hirundo rustica","2.182544073497e-06","2.89313981835648e-06","12.0877192982456","0.754385964912281","0.00763997888504915","0.411627906976744","0.0930232558139535"
"Turdus merula","2.94929931508602e-06","4.54351516107846e-06","12.0877192982456","0.649122807017544","0.0116150741986853","0.445945945945946","0.108108108108108"
"Ardea purpurea","1.13615017088798e-06","2.08905031421338e-06","4.94736842105263","0.543859649122807","0.00976707640853551","0.396774193548387","0.0193548387096774"
"Fringilla coelebs","1.71472391978845e-06","2.79255038365548e-06","8.12280701754386","0.614035087719298","0.00938319236792782","0.402857142857143","0.06"
"Erithacus rubecula","2.37520751472506e-06","3.47145713690586e-06","10.8421052631579","0.684210526315789","0.00909235875727471","0.407692307692308","0.0974358974358975"
"Fulica atra","4.00825208368359e-06","5.71175921924912e-06","19.5263157894737","0.701754385964912","0.0144277201712073","0.565","0.17"
"Bubulcus ibis","1.68054734529901e-06","2.33637069956204e-06","8","0.719298245614035","0.00736056815033386","0.34390243902439","0.0634146341463415"
"Columba palumbus","2.50750290769123e-06","3.57319164346e-06","13.9122807017544","0.701754385964912","0.00882495097646529","0.415","0.115"
"Cisticola juncidis","1.29335240867315e-06","1.99246181876674e-06","9.31578947368421","0.649122807017544","0.00608445038230974","0.372972972972973","0.0810810810810811"
"Alcedo atthis","1.80907717183876e-06","2.64403586653357e-06","9.80701754385965","0.684210526315789","0.00803386208082872","0.41025641025641","0.0820512820512821"
"Merops apiaster","8.32065181189488e-07","1.43720349478184e-06","4.31578947368421","0.578947368421053","0.00624425538728872","0.33030303030303","0.0242424242424242"
"Rallus aquaticus","1.372901447856e-06","2.69846146647558e-06","5.56140350877193","0.508771929824561","0.00574683533643048","0.386206896551724","0.0448275862068965"
"Carduelis carduelis","1.60172448823782e-06","2.6085227379873e-06","7.96491228070175","0.614035087719298","0.00754961933887255","0.408571428571429","0.06"
"Columba livia","1.55594250240819e-06","2.39699250370991e-06","8.21052631578947","0.649122807017544","0.00503214145384617","0.364864864864865","0.0702702702702703"
"Delichon urbicum","9.4330357364323e-07","1.58142069699012e-06","3.84210526315789","0.596491228070175","0.00504069327618655","0.314705882352941","0.0117647058823529"
"Acrocephalus scirpaceus","7.54877531460292e-07","1.38800062236247e-06","3.42105263157895","0.543859649122807","0.00593755738209857","0.270967741935484","0.0225806451612903"
"Apus apus","6.29745718978435e-07","1.12173456193034e-06","4.07017543859649","0.56140350877193","0.00458135916349465","0.328125","0.021875"
"Motacilla alba","1.36175152919239e-06","2.04262729378859e-06","7.05263157894737","0.666666666666667","0.00579486669899223","0.339473684210526","0.0526315789473684"
"Ardeola ralloides","8.16828429197089e-07","1.60549036083566e-06","4.05263157894737","0.508771929824561","0.00677877754831227","0.33448275862069","0.0310344827586207"
"Circus cyaneus","2.77433414682409e-07","8.78539146494295e-07","1.54385964912281","0.315789473684211","0.00388481459453596","0.238888888888889","0.0222222222222222"
"Sylvia atricapilla","1.53319503276468e-06","3.12114703098524e-06","7.10526315789474","0.491228070175439","0.0085291165555777","0.435714285714286","0.075"
"Saxicola rubicola","8.74378382868982e-07","1.66131892745107e-06","4.54385964912281","0.526315789473684","0.00599050230648878","0.356666666666667","0.03"
"Luscinia megarhynchos","6.96524896732844e-07","1.41792568263472e-06","3.87719298245614","0.491228070175439","0.00628133323253034","0.342857142857143","0.025"
"Phylloscopus collybita","1.49586492081601e-06","2.24379738122402e-06","7.24561403508772","0.666666666666667","0.0063976066190357","0.36578947368421","0.0631578947368421"
"Phasianus colchicus","8.95905675770154e-07","2.22028797908255e-06","5.87719298245614","0.403508771929825","0.00672940938101605","0.408695652173913","0.0869565217391304"
"Cuculus canorus","4.49724761095616e-07","1.025372455298e-06","2.6140350877193","0.43859649122807","0.00451093039591798","0.272","0.008"
"Cyanistes caeruleus","1.57964242528499e-06","3.00132060804149e-06","6.52631578947368","0.526315789473684","0.00888118740092257","0.396666666666667","0.0533333333333333"
"Phoenicurus ochruros","7.53203360104362e-07","1.3416434851859e-06","3.84210526315789","0.56140350877193","0.00418127610009742","0.3","0.028125"
"Serinus serinus","8.16000813417599e-07","1.7226683838816e-06","4.14035087719298","0.473684210526316","0.00580509157459203","0.351851851851852","0.0222222222222222"
"Podiceps cristatus","2.74017263981925e-06","4.22134703972155e-06","15.1228070175439","0.649122807017544","0.0140534950823475","0.537837837837838","0.132432432432432"
"Threskiornis aethiopicus","3.87837232424798e-07","1.3003954263655e-06","2.3859649122807","0.298245614035088","0.00566082783695585","0.288235294117647","0.0294117647058824"
"Aegithalos caudatus","1.75776376789182e-06","3.45491499206322e-06","6.73684210526316","0.508771929824561","0.00994066240551527","0.437931034482759","0.0724137931034483"
"Tachybaptus ruficollis","2.6330824764489e-06","3.94962371467336e-06","11.4035087719298","0.666666666666667","0.0126304681706817","0.476315789473684","0.105263157894737"
"Picus viridis","1.13961976024276e-06","2.5983330533535e-06","5.40350877192982","0.43859649122807","0.00669819853398115","0.356","0.076"
"Parus major","1.93743810961716e-06","3.15525634994794e-06","9.2280701754386","0.614035087719298","0.00763689738665868","0.405714285714286","0.0942857142857143"
"Acrocephalus arundinaceus","3.73467146794658e-07","1.12040144038397e-06","1.84210526315789","0.333333333333333","0.00503176986771785","0.305263157894737","0.0105263157894737"
"Passer montanus","8.17390791616981e-07","1.663974111506e-06","4.01754385964912","0.491228070175439","0.00479702637532455","0.303571428571428","0.0321428571428571"
"Emberiza schoeniclus","8.72068783180579e-07","1.98831682565172e-06","3.94736842105263","0.43859649122807","0.00665881113882155","0.368","0.036"
"Streptopelia turtur","5.95654364076222e-07","1.17076892249464e-06","3.6140350877193","0.508771929824561","0.00497819985142273","0.296551724137931","0.0275862068965517"
"Trithemis annulata","1.10158945654526e-07","7.84882487788499e-07","0.421052631578947","0.140350877192982","0.00634260060293226","0.175","0"
"Acrocephalus melanopogon","1.47553507428378e-07","8.41054992341757e-07","0.543859649122807","0.175438596491228","0.00304976886540055","0.22","0"
"Himantopus himantopus","1.62008815935939e-06","2.63842928809958e-06","13.7543859649123","0.614035087719298","0.0102690458665403","0.465714285714286","0.125714285714286"
"Motacilla flava","6.50718918781851e-07","1.5454574321069e-06","3.24561403508772","0.421052631578947","0.00485084373039003","0.304166666666667","0.0416666666666667"
"Chloris chloris","7.9788728283755e-07","1.42123672255439e-06","3.6140350877193","0.56140350877193","0.00354288502985093","0.303125","0.0125"
"Corvus monedula","7.5185987518222e-07","1.42853376284622e-06","3.6140350877193","0.526315789473684","0.00446290268171523","0.28","0.0333333333333333"
"Podarcis siculus","1.01923991672397e-06","2.52594240231593e-06","4.17543859649123","0.403508771929825","0.00956970606541561","0.247826086956522","0.0347826086956522"
"Crocothemis erythraea","1.45208152008218e-07","5.17304041529278e-07","0.789473684210526","0.280701754385965","0.00364791349518905","0.18125","0.00625"
"Orthetrum cancellatum","9.22641636034576e-07","3.75646951814077e-06","3.49122807017544","0.245614035087719","0.0130564495793906","0.221428571428572","0.0285714285714286"
"Leiothrix lutea","0","NaN","0","0","NaN","NaN","NaN"
"Grus grus","1.01528798314376e-07","4.13367250279961e-07","1.01754385964912","0.245614035087719","0.00313691443396631","0.228571428571429","0.0214285714285714"
"Oenanthe oenanthe","1.58225945983926e-07","5.01048828949097e-07","1.14035087719298","0.315789473684211","0.00284143726151899","0.205555555555556","0.00555555555555556"
"Plegadis falcinellus","3.72749286784542e-07","1.11824786035362e-06","2.40350877192982","0.333333333333333","0.00413406372178166","0.263157894736842","0.0315789473684211"
"Galerida cristata","8.17057981825339e-07","3.10482033093629e-06","3.50877192982456","0.263157894736842","0.0070860334317117","0.346666666666667","0.0933333333333333"
"Pandion haliaetus","6.37305045958476e-07","1.39716875460127e-06","4.96491228070175","0.456140350877193","0.00605672835329153","0.338461538461538","0.05"
"Riparia riparia","2.15877592253802e-07","6.47632776761407e-07","1.31578947368421","0.333333333333333","0.00296150024683084","0.226315789473684","0.0105263157894737"
"Garrulus glandarius","1.37555491915811e-06","2.52924614167782e-06","6.26315789473684","0.543859649122807","0.00695040181598694","0.361290322580645","0.0580645161290323"
"Anthus pratensis","6.59486533909333e-07","1.29623215285628e-06","3.26315789473684","0.508771929824561","0.00385283249950293","0.3","0.0137931034482759"
"Hieraaetus pennatus","8.07494598678589e-08","4.60271921246796e-07","0.508771929824561","0.175438596491228","0.00408767328682248","0.22","0"
"Ischnura elegans","1.01833745469653e-06","5.27683953797293e-06","3.78947368421053","0.192982456140351","0.0190192832863063","0.290909090909091","0.0545454545454545"
"Motacilla cinerea","3.41653225735647e-07","8.11426411122161e-07","1.54385964912281","0.421052631578947","0.00465502924796233","0.241666666666667","0.00833333333333333"
"Upupa epops","3.86595293778943e-07","1.00163326115453e-06","2.75438596491228","0.385964912280702","0.00410984903139709","0.318181818181818","0.0227272727272727"
"Coracias garrulus","4.03965483910029e-08","3.28943322612453e-07","0.368421052631579","0.12280701754386","0.00225168186695236","0.2","0"
"Saxicola rubetra","1.79025600840913e-07","5.10222962396601e-07","1.36842105263158","0.350877192982456","0.00317324560101433","0.205","0.01"
"Troglodytes troglodytes","9.54120150735321e-07","2.01425365155234e-06","3.73684210526316","0.473684210526316","0.00640053325148407","0.314814814814815","0.0259259259259259"
"Tarentola mauritanica","3.91922628004126e-08","4.46791795924704e-07","0.456140350877193","0.087719298245614","0.00380461602034602","0.28","0"
"Tringa glareola","4.4737894537923e-07","9.1073571023629e-07","3.68421052631579","0.491228070175439","0.00430424456890757","0.289285714285714","0.0214285714285714"
"Dendrocopos major","9.78662014777733e-07","2.53562431101503e-06","3.91228070175439","0.385964912280702","0.00700114053918149","0.363636363636364","0.0454545454545455"
"Falco columbarius","3.53919263755171e-08","2.52167475425559e-07","0.210526315789474","0.140350877192982","0.00206762037059311","0.125","0"
"Falco peregrinus","2.84938019529268e-07","8.54814058587804e-07","1.3859649122807","0.333333333333333","0.00320346285577141","0.242105263157895","0"
"Gallinago gallinago","9.71755006280819e-07","1.78677533412925e-06","3.70175438596491","0.543859649122807","0.00467799551115338","0.312903225806452","0.0161290322580645"
"Lasiommata megera","1.47971934612757e-07","1.05430003411589e-06","0.543859649122807","0.140350877192982","0.00707581266780274","0.2","0.0125"
"Papilio machaon","7.18937869566875e-08","3.72540532411926e-07","0.684210526315789","0.192982456140351","0.00281413935137876","0.209090909090909","0"
"Tringa nebularia","1.08383359693382e-06","1.99285532339445e-06","9.6140350877193","0.543859649122807","0.00651845389201183","0.429032258064516","0.103225806451613"
"Accipiter nisus","4.80585135989038e-07","1.09573411005501e-06","2.2280701754386","0.43859649122807","0.00438715692735666","0.284","0.008"
"Actitis hypoleucos","1.04484532049489e-06","1.75165244906496e-06","8.49122807017544","0.596491228070175","0.00567485409987133","0.408823529411765","0.0823529411764706"
"Anthus spinoletta","2.74677607733807e-07","8.24032823201421e-07","1.64912280701754","0.333333333333333","0.00303555267541602","0.247368421052632","0.0105263157894737"
"Calidris pugnax","4.64389673821203e-07","1.01808505414648e-06","4.40350877192982","0.456140350877193","0.00440085492250726","0.307692307692308","0.0423076923076923"
"Charadrius dubius","5.47847936935502e-07","1.41942420024198e-06","2.71929824561404","0.385964912280702","0.00371446773512466","0.304545454545455","0.0318181818181818"
"Falco vespertinus","3.61763900826708e-08","2.57756779339029e-07","0.403508771929825","0.140350877192982","0.00171539966352292","0.1375","0.0125"
"Sitta europaea","2.12660921108993e-07","1.73166750045894e-06","0.701754385964912","0.12280701754386","0.00783403798367301","0.257142857142857","0.0142857142857143"
"Sympetrum sanguineum","1.52674169398245e-07","2.90080921856665e-06","0.666666666666667","0.0526315789473684","0.0192307610174408","0.266666666666667","0.133333333333333"
"Amandava amandava","1.41472591071508e-09","8.06393769107596e-08","0.0175438596491228","0.0175438596491228","0.000806393769107596","0.1","0"
"Anas crecca","2.44736964114725e-06","3.77027214987549e-06","10.8421052631579","0.649122807017544","0.00965259662249432","0.462162162162162","0.1"
"Locustella luscinioides","1.32196562339232e-07","1.07645772190517e-06","0.43859649122807","0.12280701754386","0.00361863777375808","0.242857142857143","0"
"Sterna hirundo","4.92953517641859e-07","1.22166741328635e-06","5.71929824561404","0.403508771929825","0.00573606649602982","0.4","0.0608695652173913"
"Tringa ochropus","2.46932168495109e-07","6.39778800191874e-07","1.42105263157895","0.385964912280702","0.00392949334507535","0.240909090909091","0.00909090909090909"
"Curruca melanocephala","1.14808444699492e-06","2.33717190995395e-06","7.54385964912281","0.491228070175439","0.0056410945914557","0.342857142857143","0.0857142857142857"
"Cygnus olor","2.0553067803507e-06","5.09358636869521e-06","10.1578947368421","0.403508771929825","0.0176545627742345","0.582608695652174","0.152173913043478"
"Numenius arquata","8.4294465670305e-07","2.00199355966974e-06","7.29824561403509","0.421052631578947","0.0058448673636251","0.408333333333333","0.120833333333333"
"Pararge aegeria","1.65400990644096e-07","5.54579792159616e-07","0.771929824561403","0.298245614035088","0.00485366016366184","0.182352941176471","0"
"Podarcis muralis","3.24699470936799e-07","1.32199070309982e-06","1.15789473684211","0.245614035087719","0.0103740442205414","0.192857142857143","0.0142857142857143"
"Spinus spinus","3.80144792277939e-07","1.35426582249016e-06","1.42105263157895","0.280701754385965","0.00691776183132974","0.25625","0.00625"
"Circaetus gallicus","1.3537344073937e-07","9.64535765268009e-07","0.789473684210526","0.140350877192982","0.00492790006674656","0.2875","0.0125"
"Fringilla montifringilla","6.82926915102425e-08","5.56097630869118e-07","0.263157894736842","0.12280701754386","0.00399273993109241","0.128571428571429","0"
"Ichthyaetus melanocephalus","4.7310943187316e-07","1.17248859203348e-06","3.19298245614035","0.403508771929825","0.00351569517196939","0.317391304347826","0.0347826086956522"
"Regulus ignicapilla","2.37713932429283e-07","7.97040832262889e-07","1.10526315789474","0.298245614035088","0.00434656083843003","0.188235294117647","0.00588235294117647"
"Remiz pendulinus","4.00148901320174e-07","1.1404243687625e-06","1.63157894736842","0.350877192982456","0.0036393554245776","0.245","0.005"
"Vanellus vanellus","1.02093965957457e-06","1.87721163212099e-06","5.71929824561404","0.543859649122807","0.00480933612969404","0.341935483870968","0.0548387096774194"
"Alauda arvensis","4.90503074659169e-07","1.39793376277863e-06","1.89473684210526","0.350877192982456","0.00432094682441465","0.295","0.005"
"Aythya ferina","1.29245376754426e-06","2.72851350926011e-06","6.50877192982456","0.473684210526316","0.00896513494087959","0.462962962962963","0.062962962962963"
"Dama dama","1.93924521669781e-08","3.68456591172584e-07","0.368421052631579","0.0526315789473684","0.00312077057470805","0.2","0.0333333333333333"
"Emberiza calandra","5.77961055933589e-07","1.49744455400975e-06","3.14035087719298","0.385964912280702","0.00668747441241025","0.368181818181818","0.0363636363636364"
"Mareca strepera","1.51129337110261e-06","2.97047317768444e-06","6.80701754385965","0.508771929824561","0.0078296631003107","0.462068965517241","0.0517241379310345"
"Netta rufina","8.16896835212199e-07","2.4506905056366e-06","3.28070175438596","0.333333333333333","0.0117112853314616","0.273684210526316","0.0578947368421053"
"Pimelia bipunctata","4.26913960953319e-08","1.21670478871696e-06","0.192982456140351","0.0350877192982456","0.00848343482376374","0.35","0"
"Ptyonoprogne rupestris","9.97403262985728e-08","1.13703971980373e-06","0.456140350877193","0.087719298245614","0.00720155602141224","0.24","0.02"
"Recurvirostra avosetta","8.41722393731063e-07","1.77696949787669e-06","9.33333333333333","0.473684210526316","0.00599951642140637","0.414814814814815","0.122222222222222"
"Spatula querquedula","4.39170774950236e-07","1.25163670860817e-06","2.21052631578947","0.350877192982456","0.00432187322264032","0.335","0.01"
"Sympetrum fonscolombii","1.37616310349451e-07","4.61419393524628e-07","1.01754385964912","0.298245614035088","0.00315945654579692","0.211764705882353","0.00588235294117647"
"Tringa totanus","9.18439787105098e-07","1.86968099517823e-06","7.59649122807018","0.491228070175439","0.00620277482115191","0.414285714285714","0.103571428571429"
"Calandrella brachydactyla","2.76460499222792e-08","3.15164969113982e-07","0.105263157894737","0.087719298245614","0.00315164969113982","0.12","0"
"Charadrius hiaticula","5.02980969797664e-07","1.36523406087937e-06","3.6140350877193","0.368421052631579","0.00435604263219043","0.347619047619048","0.0380952380952381"
"Columba oenas","2.19291081353941e-08","1.38884351524162e-07","0.192982456140351","0.157894736842105","0.00131134407227255","0.1","0"
"Ixobrychus minutus","2.59634244969644e-07","9.86610130884646e-07","1.17543859649123","0.263157894736842","0.00606095967194779","0.24","0.00666666666666667"
"Lanius collurio","1.62842456237947e-07","6.18801333704199e-07","1.07017543859649","0.263157894736842","0.00347556347375271","0.206666666666667","0.00666666666666667"
"Muscicapa striata","3.97766646075574e-07","1.03057721937762e-06","1.96491228070175","0.385964912280702","0.00437612635517744","0.231818181818182","0.0136363636363636"
"Nycticorax nycticorax","8.96170642302146e-07","1.76143884866284e-06","4.21052631578947","0.508771929824561","0.00886881011287268","0.341379310344828","0.0344827586206897"
"Podiceps nigricollis","6.56902631464274e-07","1.38679444420236e-06","5.56140350877193","0.473684210526316","0.00540890163103005","0.333333333333333","0.062962962962963"
"Spatula clypeata","1.93110081347171e-06","3.55073375380283e-06","9.26315789473684","0.543859649122807","0.00900311805685806","0.490322580645161","0.0838709677419355"
"Apis mellifera","1.82649339619617e-07","6.50688272394884e-07","0.912280701754386","0.280701754385965","0.00556021968096218","0.16875","0.00625"
"Bufo bufo","2.07672432194582e-07","2.95933215877279e-06","0.157894736842105","0.0701754385964912","0.0295933215877279","0.175","0"
"Falco subbuteo","2.91317434920453e-07","9.76770222968577e-07","1.54385964912281","0.298245614035088","0.0056235871621415","0.288235294117647","0"
"Gonepteryx rhamni","2.77799269755029e-08","2.63909306267278e-07","0.157894736842105","0.105263157894737","0.00262735498080116","0.133333333333333","0"
"Numenius phaeopus","1.71402630149625e-07","5.42774995473814e-07","1.07017543859649","0.315789473684211","0.0024122571964644","0.216666666666667","0.00555555555555556"
"Oriolus oriolus","4.1433928966384e-07","9.8405581295162e-07","1.7719298245614","0.421052631578947","0.00472769072855298","0.225","0.00416666666666667"
"Phoenicopterus roseus","2.92577577458788e-06","5.37965223069384e-06","27","0.543859649122807","0.0189791712579824","0.654838709677419","0.267741935483871"
"Procambarus clarkii","1.25564117613206e-07","8.94644337994089e-07","0.508771929824561","0.140350877192982","0.00856988731120271","0.25","0"
"Sympetrum striolatum","9.2425995516689e-08","4.05252441880867e-07","0.403508771929825","0.228070175438596","0.0035636902479184","0.123076923076923","0"
"Tadorna tadorna","1.20180994425246e-06","2.20977957491582e-06","11.6842105263158","0.543859649122807","0.00873604498692092","0.503225806451613","0.119354838709677"
"Theba pisana","1.81300665563119e-08","1.72235632284963e-07","0.140350877192982","0.105263157894737","0.00172235632284963","0.133333333333333","0"
"Tringa erythropus","7.26989712952575e-07","1.65753654553187e-06","7","0.43859649122807","0.00480816412493358","0.416","0.1"
"Vanessa cardui","9.75440599013265e-08","3.70667427625041e-07","0.754385964912281","0.263157894736842","0.00342138533651889","0.186666666666667","0.0133333333333333"
"Anacridium aegyptium","8.81899032428705e-08","6.28353060605452e-07","0.385964912280702","0.140350877192982","0.00590697453731634","0.1625","0"
"Anser anser","1.18704041323949e-06","2.94179580672396e-06","5.08771929824561","0.403508771929825","0.00732280840279726","0.352173913043478","0.0652173913043478"
"Calidris minuta","6.09920675020185e-07","2.04502814565592e-06","3.6140350877193","0.298245614035088","0.00687943367837287","0.429411764705882","0.0588235294117647"
"Cecropis daurica","1.20149264170025e-08","2.28283601923048e-07","0.12280701754386","0.0526315789473684","0.00206173537293014","0.166666666666667","0"
"Charadrius alexandrinus","3.12791415821786e-07","7.75178726167034e-07","2.2280701754386","0.403508771929825","0.00356282851506893","0.256521739130435","0.0217391304347826"
"Erythromma viridulum","1.09280763414883e-08","3.11450175732416e-07","0.0526315789473684","0.0350877192982456","0.00160827748237143","0.1","0"
"Hydrocoloeus minutus","3.66628982489296e-08","2.98540742884141e-07","0.315789473684211","0.12280701754386","0.00209240159151928","0.157142857142857","0"
"Jynx torquilla","1.81285147134462e-07","7.94865645128025e-07","0.789473684210526","0.228070175438596","0.0057420569884968","0.215384615384615","0"
"Larus canus","6.07315428196334e-08","3.84633104524345e-07","0.350877192982456","0.157894736842105","0.00265117013130566","0.177777777777778","0"
"Pernis apivorus","2.03944107256844e-07","7.26550882102506e-07","0.789473684210526","0.280701754385965","0.00484772541240097","0.20625","0"
"Phylloscopus trochilus","3.120268557771e-07","8.46930037109271e-07","1.12280701754386","0.368421052631579","0.00363689410933247","0.176190476190476","0"
"Polyommatus icarus","1.95468729989603e-07","7.95836972100527e-07","0.982456140350877","0.245614035087719","0.00556381216961562","0.171428571428571","0.0142857142857143"
"Sciurus vulgaris","0","NaN","0","0","NaN","NaN","NaN"
"Sus scrofa","8.82602000835817e-08","6.2885392559552e-07","0.526315789473684","0.140350877192982","0.00614901316883619","0.225","0"
"Trachemys scripta","1.98278319915549e-07","1.02744220319875e-06","0.701754385964912","0.192982456140351","0.00852860948536151","0.163636363636364","0.0181818181818182"
"Turdus philomelos","4.17238391877781e-07","1.25171517563334e-06","1.66666666666667","0.333333333333333","0.00521202445237102","0.273684210526316","0.00526315789473684"
"Aeshna mixta","8.93826736935846e-08","8.49135400089054e-07","0.403508771929825","0.105263157894737","0.00637029590021667","0.233333333333333","0"
"Aglais io","1.29084034677666e-07","9.19723747078371e-07","0.596491228070175","0.140350877192982","0.00795304618302165","0.25","0"
"Anax parthenope","5.82425724121827e-08","6.63965325498883e-07","0.245614035087719","0.087719298245614","0.00543467383502664","0.2","0"
"Apus melba","8.20085219035576e-08","5.84310718562848e-07","0.333333333333333","0.140350877192982","0.00362530379538857","0.1625","0"
"Calidris temminckii","5.68095985499563e-08","3.59794124149723e-07","0.315789473684211","0.157894736842105","0.0018975058043181","0.144444444444444","0"
"Chlidonias niger","1.1078075068852e-07","5.26208565770468e-07","0.701754385964912","0.210526315789474","0.00207437960246549","0.183333333333333","0.00833333333333333"
"Cyprinus carpio","3.41167110757706e-08","3.88930506263785e-07","0.157894736842105","0.087719298245614","0.00343760637725642","0.12","0"
"Gelochelidon nilotica","1.07583931001319e-07","3.60722592180892e-07","0.982456140350877","0.298245614035088","0.00229905955992974","0.2","0"
"Haematopus ostralegus","1.94997405053105e-07","5.55742604401349e-07","2.10526315789474","0.350877192982456","0.00307465311971014","0.235","0.02"
"Halyomorpha halys","7.0847151058483e-08","6.73047935055589e-07","0.298245614035088","0.105263157894737","0.00673047935055589","0.166666666666667","0"
"Larus fuscus","1.04784649036748e-07","5.4297499955406e-07","0.508771929824561","0.192982456140351","0.00226559778336798","0.181818181818182","0"
"Lepomis gibbosus","1.22181481016109e-08","3.48217220895912e-07","0.0526315789473684","0.0350877192982456","0.00348217220895912","0.1","0"
"Leptotes pirithous","9.98852651828728e-08","4.74455009618646e-07","0.508771929824561","0.210526315789474","0.00440855269239163","0.15","0"
"Lycaena phlaeas","9.59844536108547e-08","4.5592615465156e-07","0.543859649122807","0.210526315789474","0.00310247620844476","0.158333333333333","0.00833333333333333"
"Macroglossum stellatarum","4.23284105140377e-08","4.02119899883358e-07","0.280701754385965","0.105263157894737","0.00337298719712645","0.183333333333333","0"
"Melitaea didyma","1.02468846232563e-07","1.16814484705122e-06","0.43859649122807","0.087719298245614","0.0095514218329259","0.22","0.02"
"Milvus migrans","7.12872860334107e-07","2.13861858100232e-06","3.14035087719298","0.333333333333333","0.0109306215839553","0.252631578947368","0.0421052631578947"
"Monticola solitarius","8.35272343181345e-09","2.38052617806683e-07","0.12280701754386","0.0350877192982456","0.00102443760430816","0.2","0"
"Orthetrum coerulescens","4.2559782113516e-08","4.85181516094083e-07","0.175438596491228","0.087719298245614","0.00448035083997705","0.14","0"
"Oryctes nasicornis","2.57460336081448e-09","7.33761957832127e-08","0.0350877192982456","0.0350877192982456","0.000733761957832127","0.1","0"
"Oxythyrea funesta","1.78747005990053e-07","7.27755667245214e-07","0.912280701754386","0.245614035087719","0.00642156011131091","0.185714285714286","0.00714285714285714"
"Pluvialis squatarola","7.09657269198017e-07","1.92621258782319e-06","4.82456140350877","0.368421052631579","0.00567619279261483","0.457142857142857","0.0523809523809524"
"Prunella modularis","3.59507926494611e-07","1.02459759050964e-06","1.3859649122807","0.350877192982456","0.00424971098088123","0.235","0"
"Thalasseus sandvicensis","7.86672719483767e-07","1.66075351891018e-06","4.03508771929825","0.473684210526316","0.00361867132549201","0.307407407407407","0.037037037037037"
"Tyto alba","1.19670020991974e-08","1.13686519942375e-07","0.157894736842105","0.105263157894737","0.00113686519942375","0.15","0"
"Acrocephalus schoenobaenus","1.70322003497121e-07","6.47223613289059e-07","0.666666666666667","0.263157894736842","0.0032289577141192","0.18","0"
"Agrius convolvuli","1.46446965723114e-08","1.6694954092435e-07","0.087719298245614","0.087719298245614","0.0016694954092435","0.1","0"
"Amata phegea","2.34949530291625e-08","6.6960616133113e-07","0.087719298245614","0.0350877192982456","0.00546819059217602","0.25","0"
"Ameles spallanzania","8.61191422083388e-09","2.45439555293766e-07","0.12280701754386","0.0350877192982456","0.00205119866838386","0.25","0"
"Anax ephippiger","3.05925387538142e-09","5.8125823632247e-08","0.0526315789473684","0.0526315789473684","0.00058125823632247","0.1","0"
"Anthus trivialis","1.11522210229984e-07","1.05946099718485e-06","0.421052631578947","0.105263157894737","0.00369646087873085","0.216666666666667","0"
