WKT,denominazi,sup_gazzet,nome_gazze,area_mq,perimetro,area_ha,regione
"MULTIPOLYGON (((13.488224 45.706743,13.488159 45.706743,13.488968 45.706001,13.487713 45.705712,13.485548 45.704784,13.482325 45.70401,13.478461 45.703261,13.47809 45.703313,13.477895 45.703546,13.477859 45.703772,13.477536 45.703747,13.477361 45.703567,13.477028 45.703429,13.476939 45.702982,13.476615 45.702958,13.476411 45.703078,13.475927 45.70306,13.47517 45.702977,13.474702 45.703145,13.474331 45.703197,13.473891 45.703065,13.473055 45.703323,13.472639 45.703489,13.472375 45.703537,13.472162 45.704221,13.471818 45.70461,13.471756 45.705176,13.47111 45.705802,13.470605 45.706197,13.470344 45.706282,13.469893 45.706675,13.469905 45.706825,13.470246 45.707015,13.469541 45.707628,13.46701 45.709491,13.464488 45.710791,13.46264 45.711126,13.460037 45.711416,13.458206 45.710624,13.457942 45.710672,13.45769 45.711545,13.459647 45.714585,13.459771 45.714805,13.45903 45.716936,13.459263 45.716925,13.470821 45.719628,13.474205 45.720396,13.475847 45.72082,13.476123 45.720246,13.476351 45.719749,13.47665 45.719474,13.477712 45.718682,13.479549 45.717521,13.480053 45.717126,13.480474 45.716358,13.480373 45.715762,13.479743 45.715261,13.478858 45.71492,13.477763 45.714625,13.476567 45.71441,13.476389 45.714191,13.47643 45.71404,13.477311 45.713667,13.477875 45.713345,13.478839 45.712669,13.480002 45.711797,13.481066 45.711042,13.481829 45.710524,13.481838 45.710496,13.483309 45.709602,13.485065 45.708782,13.48592 45.708749,13.488224 45.706743)))",VALLE CAVANATA,243,VALLE CAVANATA,2420632.577,7653.918,242.063,FRIULI VENEZIA GIULIA
"MULTIPOLYGON (((12.29322 44.354729,12.292916 44.355783,12.302003 44.355058,12.30251 44.355315,12.303097 44.354972,12.304491 44.35485,12.306615 44.355577,12.308252 44.35572,12.309929 44.355916,12.31043 44.356064,12.310795 44.356488,12.313433 44.359618,12.313562 44.359886,12.314201 44.360466,12.315056 44.360848,12.315401 44.36092,12.318399 44.361154,12.318407 44.361159,12.319165 44.361164,12.320832 44.360517,12.320917 44.360019,12.321475 44.359819,12.321794 44.360109,12.322639 44.359883,12.322438 44.359502,12.323576 44.359272,12.323557 44.359134,12.323345 44.358962,12.323362 44.358279,12.323882 44.356988,12.32507 44.355975,12.325271 44.355331,12.326351 44.35347,12.326792 44.351841,12.327903 44.349469,12.330098 44.345321,12.305974 44.335898,12.305243 44.335536,12.303491 44.340224,12.29322 44.354729)))",ORTAZZO,440,ORTAZZO E TERRITORI LIMITROFI,4606832.525,9339.316,460.683,EMILIA ROMAGNA
"MULTIPOLYGON (((12.257418 44.48156,12.257414 44.481561,12.257207 44.481291,12.24328 44.469676,12.242451 44.469128,12.240472 44.467647,12.239278 44.466822,12.238098 44.466248,12.238095 44.466732,12.237917 44.475387,12.238148 44.477504,12.238086 44.478402,12.237944 44.480001,12.238619 44.480329,12.238598 44.482024,12.238575 44.483984,12.238529 44.484935,12.238661 44.488201,12.238568 44.489188,12.238675 44.489523,12.238483 44.491195,12.238331 44.493766,12.23808 44.49634,12.238075 44.498907,12.238129 44.500769,12.238426 44.505108,12.238419 44.506761,12.239047 44.510119,12.239326 44.511588,12.240266 44.515254,12.240919 44.518154,12.241163 44.519905,12.242918 44.524955,12.241948 44.526951,12.24278 44.528651,12.243104 44.529177,12.270278 44.524768,12.269676 44.523871,12.2698 44.523403,12.269606 44.522622,12.269694 44.521511,12.269598 44.520691,12.269935 44.520467,12.269723 44.519365,12.269777 44.518541,12.26977 44.517982,12.269518 44.517476,12.269825 44.516989,12.268761 44.514674,12.267562 44.511991,12.267264 44.509354,12.267185 44.507032,12.267093 44.504497,12.267622 44.504447,12.267619 44.504431,12.267959 44.504205,12.26781 44.503342,12.267536 44.502953,12.267502 44.501436,12.267139 44.501266,12.267136 44.500869,12.265992 44.500809,12.264345 44.499142,12.26655 44.49254,12.267822 44.49137,12.263779 44.489337,12.261251 44.485788,12.261161 44.485662,12.261165 44.485662,12.258806 44.482211,12.257418 44.48156)))",PIALLASSA DELLA BAIONA,1245,PIALLASSA DELLA BAIONA E TERRITORI LIMITROFI,12294274.42,17045.22,1229.427,EMILIA ROMAGNA
"MULTIPOLYGON (((12.275761 44.613323,12.276389 44.609483,12.276871 44.606215,12.277044 44.603833,12.277362 44.603129,12.277275 44.602401,12.277266 44.602328,12.276143 44.602901,12.275823 44.603064,12.274446 44.604054,12.273995 44.604473,12.2725 44.605865,12.272111 44.60631,12.269711 44.609053,12.267091 44.612529,12.265139 44.615601,12.262289 44.619559,12.261825 44.620413,12.260968 44.622527,12.260811 44.622914,12.2607 44.623188,12.260709 44.6232,12.261034 44.623654,12.263743 44.625404,12.269881 44.629836,12.270287 44.629904,12.270811 44.629992,12.271517 44.629789,12.272161 44.629405,12.272508 44.629212,12.272843 44.628801,12.275103 44.62709,12.275135 44.62676,12.275566 44.626236,12.275967 44.626078,12.27621 44.625852,12.27646 44.625735,12.276652 44.62551,12.277146 44.624289,12.277428 44.622928,12.277362 44.62176,12.276955 44.620894,12.276208 44.619453,12.275695 44.617603,12.275637 44.615666,12.275761 44.613323)))",SACCA DI BELLOCCHIO,223,SACCA DI BELLOCCHIO,2242160.297,7130.685,224.216,EMILIA ROMAGNA
"MULTIPOLYGON (((12.313741 44.259233,12.311855 44.266669,12.311521 44.266967,12.311507 44.267616,12.30385 44.274931,12.312322 44.279438,12.318603 44.273494,12.320323 44.272004,12.327249 44.265105,12.330642 44.261298,12.334821 44.257251,12.335495 44.256763,12.337004 44.255099,12.340082 44.253713,12.34071 44.254199,12.341086 44.253756,12.344017 44.250681,12.344017 44.250674,12.344217 44.250675,12.344255 44.250458,12.344626 44.249943,12.351177 44.242694,12.354053 44.239549,12.354331 44.239145,12.354274 44.237274,12.354258 44.236987,12.353429 44.236507,12.352825 44.236453,12.351609 44.236201,12.351095 44.235964,12.348733 44.234053,12.348618 44.233804,12.346332 44.233223,12.326854 44.235917,12.325698 44.235842,12.319068 44.241724,12.316128 44.249119,12.316304 44.249582,12.316941 44.250211,12.316921 44.250629,12.317471 44.251666,12.314091 44.258323,12.313741 44.259233)))",SALINE DI CERVIA,785,SALINE DI CERVIA,8378705.993,14139.718,837.871,EMILIA ROMAGNA
"MULTIPOLYGON (((12.232192 44.806824,12.232437 44.806635,12.233054 44.806726,12.233809 44.807432,12.234039 44.807898,12.235315 44.808807,12.237972 44.807932,12.239177 44.808479,12.243132 44.809821,12.246353 44.810819,12.250539 44.808992,12.252195 44.808472,12.2536 44.807758,12.258728 44.814791,12.26109 44.814106,12.263271 44.813862,12.265096 44.814537,12.267815 44.817475,12.269682 44.818876,12.271765 44.820488,12.273974 44.821624,12.275968 44.822584,12.277947 44.823254,12.279754 44.823602,12.281487 44.823552,12.282586 44.823121,12.282979 44.821947,12.282269 44.821131,12.281753 44.820128,12.28085 44.817719,12.280345 44.816026,12.279366 44.814963,12.279337 44.814455,12.278084 44.813074,12.275908 44.810702,12.274439 44.809108,12.274193 44.808132,12.274425 44.807231,12.273886 44.805861,12.273389 44.80522,12.271021 44.802263,12.267502 44.797954,12.267477 44.797518,12.266716 44.796738,12.265778 44.795526,12.263762 44.792449,12.26258 44.790552,12.261736 44.789191,12.260748 44.788017,12.260341 44.787154,12.260022 44.785122,12.259104 44.783362,12.258299 44.780871,12.258315 44.780251,12.258129 44.779673,12.25779 44.7791,12.257651 44.778448,12.257007 44.777009,12.256083 44.77514,12.255738 44.773546,12.255229 44.772686,12.255266 44.771519,12.254477 44.77023,12.254405 44.769867,12.254386 44.769862,12.254456 44.769866,12.24135 44.759634,12.236728 44.756558,12.236614 44.756343,12.233098 44.752908,12.22686 44.754761,12.228337 44.757415,12.23033 44.760584,12.228429 44.763189,12.22827 44.763995,12.228662 44.764604,12.227859 44.764881,12.226782 44.764839,12.226388 44.765105,12.22241 44.765257,12.222107 44.765266,12.221114 44.765618,12.220411 44.76571,12.219061 44.766001,12.218806 44.765972,12.21841 44.766127,12.217947 44.765996,12.21534 44.76643,12.214432 44.766492,12.213329 44.766667,12.212324 44.766803,12.209862 44.767125,12.207754 44.767437,12.207154 44.767562,12.207088 44.767642,12.206284 44.767858,12.205473 44.767991,12.204353 44.768095,12.203943 44.76807,12.202839 44.768465,12.202185 44.768385,12.201482 44.768406,12.200777 44.768462,12.199879 44.768703,12.197658 44.768801,12.197209 44.768922,12.195732 44.768747,12.194441 44.768279,12.193457 44.767874,12.191771 44.767596,12.190941 44.767223,12.190276 44.767097,12.190077 44.768076,12.189856 44.768659,12.189052 44.770592,12.188385 44.77227,12.187306 44.775652,12.187144 44.776378,12.186731 44.777147,12.186215 44.778819,12.187806 44.779208,12.188066 44.779345,12.188284 44.779627,12.188324 44.780347,12.188294 44.781645,12.188364 44.782905,12.188406 44.783661,12.188309 44.784673,12.18878 44.784949,12.189034 44.785879,12.188949 44.78617,12.188918 44.786531,12.189113 44.787319,12.189384 44.787636,12.189402 44.78796,12.189684 44.788492,12.189609 44.788963,12.189926 44.789207,12.190283 44.79017,12.190473 44.79085,12.191248 44.792054,12.191264 44.792342,12.191621 44.792404,12.191953 44.792899,12.192272 44.793179,12.192619 44.793962,12.193213 44.794631,12.193229 44.794919,12.193538 44.795018,12.19376 44.795372,12.193582 44.79581,12.195434 44.797272,12.195863 44.797693,12.195937 44.798124,12.195817 44.798704,12.195977 44.798843,12.196097 44.800102,12.196392 44.800851,12.197206 44.801837,12.1973 44.802628,12.197876 44.802972,12.19779 44.804164,12.198236 44.80581,12.198367 44.808186,12.199081 44.808274,12.200324 44.80878,12.202142 44.809594,12.202153 44.809594,12.202156 44.809846,12.203903 44.810302,12.205705 44.810828,12.20694 44.81119,12.209843 44.811469,12.210197 44.811459,12.210848 44.811332,12.211439 44.811027,12.21292 44.810337,12.214762 44.80978,12.216615 44.809404,12.216846 44.809902,12.217212 44.810108,12.218442 44.80946,12.219107 44.808684,12.219607 44.808562,12.219686 44.808163,12.220384 44.807963,12.22092 44.807588,12.221569 44.807425,12.223266 44.806981,12.224613 44.806618,12.226464 44.806205,12.227176 44.806257,12.22808 44.806124,12.228941 44.806135,12.22975 44.806112,12.231542 44.806458,12.232192 44.806824)))",VALLI BERTUZZI,3100,VALLI BERTUZZI E SPECCHI D'ACQUA LIMITROFI,29561554.65,27175.693,2956.155,EMILIA ROMAGNA
"MULTIPOLYGON (((12.371537 44.805449,12.372471 44.804764,12.373104 44.804198,12.373901 44.80381,12.37483 44.803053,12.375672 44.802554,12.377386 44.80119,12.378509 44.800245,12.37879 44.799799,12.380107 44.798665,12.380239 44.798297,12.380495 44.798289,12.381124 44.79765,12.382718 44.796873,12.384105 44.796066,12.385456 44.795515,12.386888 44.795473,12.388689 44.795602,12.389903 44.795347,12.390805 44.794992,12.391798 44.794452,12.393298 44.793823,12.393886 44.793368,12.394885 44.792937,12.395211 44.792669,12.396703 44.792482,12.397672 44.792417,12.398273 44.79218,12.398115 44.791236,12.397382 44.79009,12.396446 44.788987,12.394447 44.787223,12.391138 44.785826,12.388424 44.784958,12.385209 44.784287,12.381778 44.784316,12.376816 44.785302,12.373134 44.786286,12.370219 44.787248,12.36606 44.78883,12.362324 44.789779,12.358589 44.790728,12.355355 44.791935,12.353483 44.793231,12.3513 44.794462,12.348333 44.795425,12.344736 44.796114,12.342242 44.796406,12.339374 44.796418,12.334068 44.795915,12.327208 44.796006,12.321394 44.796467,12.314974 44.797967,12.31059 44.799261,12.307474 44.801212,12.30617 44.8026,12.305294 44.804303,12.305513 44.804552,12.306314 44.805113,12.307704 44.80613,12.311528 44.808464,12.316595 44.811052,12.324607 44.81403,12.330349 44.815832,12.333569 44.816577,12.336112 44.817123,12.338235 44.817499,12.339062 44.817621,12.339092 44.817613,12.339089 44.817638,12.339709 44.817729,12.342285 44.818858,12.346167 44.820386,12.346766 44.819237,12.347585 44.819213,12.347862 44.81957,12.348828 44.819432,12.349169 44.81913,12.349261 44.818945,12.350557 44.819199,12.351242 44.817756,12.351805 44.816864,12.352818 44.815776,12.353104 44.815403,12.354484 44.814451,12.354831 44.814258,12.355326 44.813952,12.356631 44.813476,12.356723 44.813291,12.357185 44.813313,12.358803 44.812937,12.360511 44.81234,12.3624 44.811336,12.364673 44.809883,12.366301 44.808813,12.366986 44.808246,12.36941 44.806752,12.371467 44.805491,12.371488 44.805487,12.371537 44.805449)))",VALLE DI GORINO,1330,VALLE DI GORINO E TERRITORI LIMITROFI,13433464.74,17729.922,1343.346,EMILIA ROMAGNA
"MULTIPOLYGON (((12.202509 44.559017,12.201318 44.55823,12.200297 44.557795,12.199568 44.557245,12.196324 44.555374,12.195243 44.554763,12.193206 44.553999,12.192135 44.553566,12.189351 44.552824,12.186279 44.552268,12.183212 44.551818,12.180053 44.551514,12.16932 44.550387,12.166412 44.550111,12.165657 44.549989,12.164562 44.55002,12.162983 44.549867,12.161286 44.549843,12.157827 44.549511,12.156065 44.549203,12.154754 44.548954,12.151991 44.548567,12.149432 44.548281,12.147773 44.548042,12.14749 44.548335,12.146515 44.548754,12.145989 44.549161,12.144773 44.550656,12.144008 44.551284,12.142735 44.551711,12.141542 44.55178,12.140311 44.551617,12.139097 44.551294,12.137764 44.550618,12.136293 44.549232,12.135825 44.548888,12.13467 44.549669,12.133517 44.550485,12.133161 44.551279,12.133107 44.553991,12.133291 44.554628,12.133172 44.557983,12.134758 44.560579,12.134468 44.561211,12.12088 44.569215,12.11845 44.570422,12.114667 44.575714,12.105197 44.577756,12.103726 44.580114,12.103291 44.580375,12.103236 44.581232,12.10292 44.581847,12.102964 44.582666,12.101784 44.583946,12.102102 44.585222,12.102337 44.585893,12.101997 44.587007,12.101416 44.587344,12.100191 44.588697,12.099956 44.589916,12.100583 44.590434,12.100522 44.593039,12.100213 44.595686,12.099812 44.597515,12.099303 44.599205,12.099314 44.600346,12.099091 44.600852,12.099188 44.60174,12.098712 44.603108,12.098565 44.605038,12.098537 44.606394,12.098293 44.607435,12.097972 44.609833,12.097879 44.610905,12.097875 44.611761,12.097477 44.613662,12.098037 44.615751,12.097805 44.619822,12.098057 44.620814,12.09854 44.621443,12.099573 44.622092,12.099828 44.622192,12.10053 44.623172,12.10032 44.624854,12.100634 44.627466,12.101488 44.630367,12.101652 44.631575,12.102225 44.63295,12.102565 44.634653,12.103123 44.635743,12.103208 44.635726,12.103199 44.635759,12.103574 44.636248,12.103873 44.637167,12.104822 44.638104,12.104289 44.638404,12.104467 44.638934,12.10443 44.639184,12.104185 44.639262,12.103632 44.639206,12.103494 44.639424,12.104119 44.639906,12.104543 44.640358,12.1048 44.640494,12.104965 44.640775,12.105266 44.640802,12.105787 44.641216,12.10697 44.642788,12.107133 44.643961,12.106595 44.645116,12.106474 44.645655,12.106464 44.646404,12.105811 44.648205,12.105786 44.649596,12.105806 44.650915,12.105321 44.651178,12.10487 44.651154,12.104557 44.650913,12.104739 44.651515,12.10415 44.651709,12.104211 44.651921,12.104286 44.652383,12.104743 44.652513,12.105617 44.652988,12.106018 44.653013,12.106321 44.653076,12.106784 44.653313,12.107326 44.654119,12.109033 44.655485,12.109051 44.655534,12.109878 44.656046,12.111627 44.656997,12.11284 44.658176,12.115057 44.660398,12.116348 44.66211,12.116314 44.662396,12.116741 44.66292,12.117375 44.663544,12.127072 44.653854,12.158977 44.65437,12.182401 44.663079,12.180796 44.663583,12.179814 44.663716,12.179183 44.663946,12.178566 44.664422,12.177638 44.665542,12.177185 44.666296,12.176885 44.667152,12.176303 44.669181,12.176353 44.670097,12.176683 44.670689,12.177734 44.671824,12.17848 44.672792,12.178736 44.673844,12.17864 44.6748,12.178055 44.675876,12.177179 44.677948,12.176513 44.679344,12.176318 44.680303,12.175597 44.681594,12.174477 44.683743,12.174163 44.685235,12.174894 44.686839,12.175841 44.687872,12.178566 44.69062,12.179277 44.690954,12.180007 44.690722,12.180758 44.690877,12.181984 44.691584,12.183255 44.692184,12.184004 44.692305,12.184574 44.691865,12.185913 44.691016,12.190396 44.687925,12.195972 44.684026,12.199639 44.681416,12.200626 44.680471,12.20208 44.679018,12.202079 44.678996,12.202819 44.67822,12.20321 44.677842,12.207689 44.6797,12.208317 44.680821,12.207806 44.681827,12.208607 44.683274,12.208754 44.684078,12.209799 44.684342,12.210432 44.684619,12.210874 44.685157,12.21178 44.685719,12.212121 44.686298,12.213318 44.686521,12.21554 44.688516,12.216171 44.688755,12.220043 44.68894,12.220264 44.688272,12.222048 44.686091,12.222936 44.682613,12.224049 44.67688,12.224187 44.676406,12.226318 44.675832,12.227033 44.675738,12.229252 44.675822,12.231747 44.667927,12.232493 44.659683,12.248881 44.660425,12.249002 44.659833,12.234899 44.658911,12.235201 44.658203,12.235323 44.658201,12.235794 44.656498,12.236511 44.653649,12.236801 44.652417,12.237943 44.647921,12.239005 44.643695,12.239542 44.641555,12.239546 44.641536,12.239522 44.641535,12.239569 44.641212,12.239434 44.640883,12.239229 44.640695,12.239357 44.638807,12.23947 44.638056,12.241497 44.634036,12.241866 44.633693,12.244816 44.627458,12.247852 44.62222,12.249766 44.622302,12.25344 44.622779,12.254619 44.62305,12.255245 44.623143,12.256055 44.623065,12.25652 44.623052,12.257267 44.623224,12.258537 44.623742,12.259513 44.623853,12.260677 44.623847,12.266097 44.627529,12.269392 44.629797,12.269926 44.63011,12.270287 44.629904,12.269881 44.629836,12.263743 44.625404,12.261034 44.623654,12.2607 44.623188,12.260811 44.622914,12.260968 44.622527,12.261825 44.620413,12.262289 44.619559,12.265139 44.615601,12.267091 44.612529,12.269711 44.609053,12.2725 44.605865,12.273995 44.604473,12.274446 44.604054,12.275823 44.603064,12.276143 44.602901,12.277266 44.602328,12.277311 44.601909,12.27749 44.601468,12.277627 44.599393,12.27784 44.59866,12.278516 44.596206,12.279106 44.594045,12.279302 44.592114,12.2792 44.5903,12.278755 44.588715,12.278046 44.586955,12.277546 44.586206,12.277044 44.585421,12.276232 44.584536,12.275749 44.584078,12.274693 44.583381,12.272713 44.58253,12.270744 44.581859,12.26863 44.581339,12.265958 44.580834,12.262584 44.580494,12.259216 44.580264,12.256818 44.580114,12.253708 44.579948,12.249017 44.579682,12.245036 44.579396,12.241609 44.579021,12.238068 44.578431,12.235831 44.577968,12.234078 44.577509,12.23216 44.576836,12.230982 44.576565,12.230615 44.57648,12.229646 44.576435,12.228335 44.576387,12.225986 44.576311,12.22337 44.575921,12.221079 44.575095,12.218521 44.573954,12.217428 44.573129,12.21701 44.571893,12.215307 44.569052,12.213582 44.566711,12.212166 44.565467,12.21004 44.563994,12.208334 44.562901,12.205043 44.560657,12.203076 44.559357,12.202509 44.559017)))",VALLI RESIDUE DEL COMPRENSORIO DI COMACCHIO,13500,VALLI RESIDUE DEL COMPRENSORIO DI COMACCHIO,141987991.3,60602.291,14198.799,EMILIA ROMAGNA
"MULTIPOLYGON (((11.861533 44.57823,11.861533 44.578207,11.861523 44.57762,11.858003 44.575786,11.85121 44.57153,11.845077 44.567956,11.838111 44.563745,11.836897 44.562962,11.835543 44.56252,11.833251 44.562128,11.830214 44.561514,11.829435 44.565551,11.829167 44.565897,11.828258 44.570633,11.827216 44.570659,11.817581 44.569891,11.816925 44.573422,11.816975 44.574461,11.816881 44.574879,11.818556 44.575044,11.824279 44.574666,11.832862 44.575572,11.845489 44.576682,11.857283 44.577727,11.858762 44.577893,11.860341 44.578159,11.861533 44.57823)))",VALLE SANTA,261,VALLE SANTA,2842215.893,9190.485,284.222,EMILIA ROMAGNA
"MULTIPOLYGON (((10.947273 42.770383,10.947419 42.769054,10.947455 42.768619,10.945918 42.766618,10.941873 42.753578,10.935783 42.755238,10.932955 42.751194,10.93291 42.751208,10.932821 42.751105,10.927107 42.752781,10.926993 42.75342,10.926981 42.753431,10.92695 42.753659,10.926831 42.754326,10.926333 42.75471,10.925409 42.755015,10.925031 42.755492,10.923324 42.755919,10.921755 42.756018,10.920978 42.75632,10.9205 42.756763,10.918305 42.75727,10.918195 42.757355,10.918102 42.757376,10.917882 42.757546,10.916352 42.757884,10.91245 42.758771,10.907545 42.75987,10.904275 42.76059,10.902273 42.761132,10.901267 42.761227,10.900161 42.761519,10.899265 42.76173,10.898472 42.76186,10.894567 42.762668,10.892561 42.763054,10.892245 42.763013,10.891599 42.763151,10.89155 42.763199,10.890011 42.76613,10.894288 42.768432,10.895601 42.76915,10.896718 42.769695,10.898649 42.770332,10.900246 42.77094,10.901697 42.771479,10.903007 42.772127,10.904128 42.772813,10.91252 42.779824,10.91799 42.784294,10.922211 42.787781,10.923774 42.788847,10.925282 42.789667,10.92702 42.790166,10.929039 42.790519,10.931794 42.790667,10.934234 42.790696,10.935857 42.790598,10.937474 42.790289,10.939086 42.789839,10.940695 42.789283,10.941927 42.788945,10.942783 42.78879,10.943387 42.788739,10.943299 42.787356,10.943339 42.787066,10.943915 42.786621,10.946078 42.785064,10.946209 42.784518,10.946832 42.784037,10.948058 42.782351,10.948575 42.781618,10.949096 42.780993,10.949272 42.78101,10.94965 42.780933,10.949893 42.780953,10.949998 42.780912,10.95041 42.780514,10.95045 42.780083,10.950326 42.779537,10.950053 42.779307,10.950005 42.779284,10.949651 42.778335,10.947238 42.770824,10.947289 42.770434,10.947273 42.770383)))",DIACCIA BOTRONA,1238,DIACCIA BOTRONA,12400889.47,14919.24,1240.089,TOSCANA
